Nombre,Estado,Canal,Teléfono 1,Email,Web,Notas,Ciudad,Carencias,Nº actividades,Oportunidad,Mensaje de contacto,Fecha primer contacto,Linkedin,Número de actividades,Creada,Actividades,Fuente de adquisición,Fecha seguimiento,Responsable,Actividades1,Último seguimiento,Días sin contacto,🚨 Lead Atrasado,Ventas,Mes y año
JW Entrenamiento Granada,Contactado,Email,613 894 102,,https://jimenezwaddington.com,,,Sin email visible · Sin citas online automáticas · Sin seguimiento de leads automatizado,2,ALTA,"Hola, me llamo [Tu nombre] y ayudo a centros de entrenamiento en Granada. Tenéis blog, redes y tres centros — operación seria. Lo que falta es el sistema de captación automático: cuando alguien pide la sesión gratuita, un sistema IA hace el seguimiento por WhatsApp hasta que se apunta. ¿Os interesa conocerlo?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a centros de entrenamiento en Granada. Tenéis blog, redes y tres centros — operación seria. Lo que falta es el sistema de captación automático: cuando alguien pide la sesión gratuita, un sistema IA hace el seguimiento por WhatsApp hasta que se apunta. ¿Os interesa conocerlo?",2,6/5/2026 4:22pm,"JW Entrenamiento Granada - Email,JW Entrenamiento Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Ángel M. Peluquerías,Follow-up 1,Email,958 202 032,info@angelmpeluquerias.com,https://peluqueriasengranada.com,,info@angelmpeluquerias.com,Automatizaciones de fidelización mejorables · Sin chatbot IA,2,BAJA,"Hola, soy [Tu nombre] y ayudo a peluquerías en Granada. Tenéis citas online, WhatsApp, tienda online y blog — muy completo. El siguiente paso sería un sistema de fidelización automático que recupere clientes que llevan más de 8 semanas sin visita. ¿Os interesa conocerlo?",9/5/2026,"Hola, soy [Tu nombre] y ayudo a peluquerías en Granada. Tenéis citas online, WhatsApp, tienda online y blog — muy completo. El siguiente paso sería un sistema de fidelización automático que recupere clientes que llevan más de 8 semanas sin visita. ¿Os interesa conocerlo?",2,6/5/2026 4:22pm,"Ángel M. Peluquerías - Email,Ángel M. Peluquerías - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Dra. Ana Maldonado,Follow-up 1,Email,699 89 05 64,info@draanamaldonado.com,https://draanamaldonado.com,,info@draanamaldonado.com,Sin chatbot IA · Sin automatizaciones avanzadas de seguimiento,2,BAJA,"Hola, soy [Tu nombre] y trabajo con clínicas de medicina estética en Granada. Tenéis web excelente, blog activo y citas online. El único añadido que marcaría diferencia es un asistente de IA para seguimiento post-tratamiento personalizado. ¿Os interesa explorarlo?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con clínicas de medicina estética en Granada. Tenéis web excelente, blog activo y citas online. El único añadido que marcaría diferencia es un asistente de IA para seguimiento post-tratamiento personalizado. ¿Os interesa explorarlo?",2,6/5/2026 4:22pm,"Dra. Ana Maldonado - Email,Dra. Ana Maldonado - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Alice Beauty Concept,Follow-up 1,Email,858 959 653,info@alicebeautyconcept.es,https://alicebeautyconcept.es,,info@alicebeautyconcept.es,Sin citas online automáticas · Sin chatbot de atención · Sin automatizaciones de fidelización,2,ALTA,"Hola, me llamo [Tu nombre] y trabajo con centros de estética en Granada. Tenéis más de 20 años de experiencia y web cuidada, pero sin citas online invertís tiempo en gestión manual que podría automatizarse. Un sistema de reservas + chatbot IA os liberaría horas cada semana. ¿Hablamos?",9/5/2026,"Hola, me llamo [Tu nombre] y trabajo con centros de estética en Granada. Tenéis más de 20 años de experiencia y web cuidada, pero sin citas online invertís tiempo en gestión manual que podría automatizarse. Un sistema de reservas + chatbot IA os liberaría horas cada semana. ¿Hablamos?",2,6/5/2026 4:22pm,"Alice Beauty Concept - Email,Alice Beauty Concept - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Proactiva Fisioterapia,Follow-up 1,Email,,info@proactivafisioterapia.com,https://proactivafisioterapia.com,,info@proactivafisioterapia.com,Sin teléfono visible · Sin chatbot IA · Sin automatizaciones de seguimiento de alta,2,MEDIA,"Hola, me llamo [Tu nombre] y ayudo a centros de fisioterapia en Granada. Tenéis citas online, blog y redes — muy buena base. El siguiente paso es usar IA para el seguimiento del alta: recordar ejercicios, preguntar cómo va la recuperación y sugerir revisión cuando toque. Eso convierte un paciente puntual en un paciente de por vida. ¿Hablamos?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a centros de fisioterapia en Granada. Tenéis citas online, blog y redes — muy buena base. El siguiente paso es usar IA para el seguimiento del alta: recordar ejercicios, preguntar cómo va la recuperación y sugerir revisión cuando toque. Eso convierte un paciente puntual en un paciente de por vida. ¿Hablamos?",2,6/5/2026 4:22pm,"Proactiva Fisioterapia - Email,Proactiva Fisioterapia - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Sano Center Granada,Follow-up 1,Email,657 572 571,granada@sanocenter.es,https://sanocenter.es,,granada@sanocenter.es,Sin chatbot IA personalizado · Automatizaciones de nutrición mejorables,2,BAJA,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento en Granada. Tenéis app, redes, blog y seguimiento personalizado — muy completo. Lo que podría añadir valor es un asistente de IA que complemente el trabajo de los entrenadores con recomendaciones nutricionales entre sesiones. ¿Os interesa explorarlo?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento en Granada. Tenéis app, redes, blog y seguimiento personalizado — muy completo. Lo que podría añadir valor es un asistente de IA que complemente el trabajo de los entrenadores con recomendaciones nutricionales entre sesiones. ¿Os interesa explorarlo?",2,6/5/2026 4:22pm,"Sano Center Granada - Email,Sano Center Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Be/cool Granada,Follow-up 1,Email,958 414 310,info@becoolgranada.com,https://becoolgranada.com,,info@becoolgranada.com,Sin chatbot IA · Automatizaciones de marketing estacional mejorables,2,BAJA,"Hola, me llamo [Tu nombre] y trabajo con peluquerías en Granada. Tenéis citas online, TikTok activo y tarjetas regalo — muy completo. Lo que añadiría es un chatbot que convierta automáticamente los comentarios de Instagram y TikTok en reservas. ¿Os interesa explorarlo?",9/5/2026,"Hola, me llamo [Tu nombre] y trabajo con peluquerías en Granada. Tenéis citas online, TikTok activo y tarjetas regalo — muy completo. Lo que añadiría es un chatbot que convierta automáticamente los comentarios de Instagram y TikTok en reservas. ¿Os interesa explorarlo?",2,6/5/2026 4:22pm,"Be/cool Granada - Email,Be/cool Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Sigma Training Granada,Follow-up 1,Email,630 58 91 78,dagacoentrenamientoysalud@gmail.com,https://stgranada.es,,,Sin email visible · Sin automatizaciones IA de captación · Sin seguimiento post-clase,2,ALTA,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento funcional en Granada. Tenéis app propia y buena presencia digital — el siguiente nivel es la automatización de captación: leads de Instagram o web que reciben seguimiento personalizado por WhatsApp hasta que se apuntan. ¿Hablamos esta semana?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento funcional en Granada. Tenéis app propia y buena presencia digital — el siguiente nivel es la automatización de captación: leads de Instagram o web que reciben seguimiento personalizado por WhatsApp hasta que se apuntan. ¿Hablamos esta semana?",2,6/5/2026 4:22pm,"Sigma Training Granada - Email,Sigma Training Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Uve Gara Clínica Estética,Follow-up 1,Email,858 813 809,info@uvegara.com,https://www.uvegara.com,,info@uvegara.com,Sin chatbot IA avanzado · Automatizaciones de seguimiento de tratamientos mejorables,2,BAJA,"Hola, me llamo [Tu nombre] y ayudo a clínicas estéticas en Granada. Tenéis escaneo facial 360°, citas online, blog y garantía de resultados — propuesta muy completa. El añadido de IA que recomendaría es un seguimiento post-tratamiento automatizado que mantenga el vínculo entre visitas. ¿Os interesa explorarlo?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a clínicas estéticas en Granada. Tenéis escaneo facial 360°, citas online, blog y garantía de resultados — propuesta muy completa. El añadido de IA que recomendaría es un seguimiento post-tratamiento automatizado que mantenga el vínculo entre visitas. ¿Os interesa explorarlo?",2,6/5/2026 4:22pm,"Uve Gara Clínica Estética - Email,Uve Gara Clínica Estética - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Salus Medical Clinic,Follow-up 1,Email,958 223 310,medicos@salusmc.com,https://salusmc.com,,medicos@salusmc.com,Sin citas online integradas · Sin chatbot de IA · Sin seguimiento automático post-consulta,2,ALTA,"Hola, soy [Tu nombre] y ayudo a clínicas de medicina estética a convertir más visitas web en pacientes. Tenéis web excelente, blog activo y buena presencia, pero sin citas online perdéis interesados que no quieren llamar. Un sistema de reservas + chatbot IA completaría vuestra presencia digital. ¿Os cuento cómo?",9/5/2026,"Hola, soy [Tu nombre] y ayudo a clínicas de medicina estética a convertir más visitas web en pacientes. Tenéis web excelente, blog activo y buena presencia, pero sin citas online perdéis interesados que no quieren llamar. Un sistema de reservas + chatbot IA completaría vuestra presencia digital. ¿Os cuento cómo?",2,6/5/2026 4:22pm,"Salus Medical Clinic - Email,Salus Medical Clinic - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Centro Suelo Pélvico Granada,Follow-up 1,Email,663 395 214,suelopelvicogranada@gmail.com,https://suelopelvicogranada.es,,suelopelvicogranada@gmail.com,Sin chatbot IA · Sin automatizaciones de educación al paciente · Email en Gmail no corporativo,2,MEDIA,"Hola, soy [Tu nombre] y trabajo con especialistas en fisioterapia en Granada. Tenéis web completa y citas online — enhorabuena. Lo que añadiría valor es un chatbot de IA que eduque a las pacientes sobre el suelo pélvico antes de la primera visita y un email corporativo que transmita más profesionalidad. ¿Os interesa explorarlo?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con especialistas en fisioterapia en Granada. Tenéis web completa y citas online — enhorabuena. Lo que añadiría valor es un chatbot de IA que eduque a las pacientes sobre el suelo pélvico antes de la primera visita y un email corporativo que transmita más profesionalidad. ¿Os interesa explorarlo?",2,6/5/2026 4:22pm,"Centro Suelo Pélvico Granada - Email,Centro Suelo Pélvico Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Trauma Granada,Follow-up 1,Email,958 080 985,info@traumagranada.com,https://traumagranada.com,,info@traumagranada.com,Sin citas online · Sin chatbot IA · Sin automatizaciones de seguimiento post-visita,2,ALTA,"Hola, soy [Tu nombre] y ayudo a clínicas de rehabilitación en Granada. Tenéis muy buena presencia digital — blog activo, TikTok, LinkedIn — pero sin citas online perdéis pacientes que llegan de redes y no quieren llamar. Un chatbot de IA + reservas automáticas completaría el círculo. ¿Os interesa verlo?",9/5/2026,"Hola, soy [Tu nombre] y ayudo a clínicas de rehabilitación en Granada. Tenéis muy buena presencia digital — blog activo, TikTok, LinkedIn — pero sin citas online perdéis pacientes que llegan de redes y no quieren llamar. Un chatbot de IA + reservas automáticas completaría el círculo. ¿Os interesa verlo?",2,6/5/2026 4:22pm,"Trauma Granada - Email,Trauma Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Clínica Centro Granada,Follow-up 1,Email,628 360 559,info@clinicacentro.com,https://clinicacentro.com,,info@clinicacentro.com,Sin chatbot IA · Sin automatizaciones de nutrición personalizada · Sin seguimiento automático de tratamientos,2,MEDIA,"Hola, soy [Tu nombre] y trabajo con clínicas de medicina de precisión en Granada. Tenéis presencia digital muy sólida — blog, SEO local, reseñas Google. El paso que marcaría la diferencia es usar IA para personalizar el seguimiento de cada paciente: recordatorios de tratamientos y educación nutricional automatizada. ¿Os interesa explorar esas posibilidades?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con clínicas de medicina de precisión en Granada. Tenéis presencia digital muy sólida — blog, SEO local, reseñas Google. El paso que marcaría la diferencia es usar IA para personalizar el seguimiento de cada paciente: recordatorios de tratamientos y educación nutricional automatizada. ¿Os interesa explorar esas posibilidades?",2,6/5/2026 4:22pm,"Clínica Centro Granada - Email,Clínica Centro Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Clínica Beiman Granada,Follow-up 1,Email,958 236 357,granada@clinicabeiman.com,https://www.clinicabeiman.es/granada/,,granada@clinicabeiman.com,Sin chatbot IA avanzado · Automatizaciones mejorables,2,BAJA,"Hola, me llamo [Tu nombre] y ayudo a clínicas en Granada. Tenéis presencia digital muy completa — citas online, blog, WhatsApp, redes. El paso siguiente sería un asistente de IA que cualifique al paciente antes de la cita y reduzca el trabajo administrativo. ¿Os interesa conocerlo?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a clínicas en Granada. Tenéis presencia digital muy completa — citas online, blog, WhatsApp, redes. El paso siguiente sería un asistente de IA que cualifique al paciente antes de la cita y reduzca el trabajo administrativo. ¿Os interesa conocerlo?",2,6/5/2026 4:22pm,"Clínica Beiman Granada - Email,Clínica Beiman Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
FRB Abogados,Follow-up 1,Email,958 22 14 30,info@frbabogados.es,https://frbabogados.es,,info@frbabogados.es,Sin chatbot IA · Sin automatizaciones de urgencias 24h · Sin captación de reseñas automática,2,MEDIA,"Hola, soy [Tu nombre] y trabajo con despachos de abogados en Granada. Ofrecéis atención de emergencia 24h — servicio diferencial. Con un chatbot de IA activo 24/7 podríais capturar y cualificar esas urgencias automáticamente, sin que un abogado tenga que hacer el primer filtro. ¿Os cuento cómo funciona?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con despachos de abogados en Granada. Ofrecéis atención de emergencia 24h — servicio diferencial. Con un chatbot de IA activo 24/7 podríais capturar y cualificar esas urgencias automáticamente, sin que un abogado tenga que hacer el primer filtro. ¿Os cuento cómo funciona?",2,6/5/2026 4:22pm,"FRB Abogados - Email,FRB Abogados - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Abadys Abogados,Follow-up 1,Email,958 41 24 41,david@abadys.es,https://abadys.es,,david@abadys.es,Sin chatbot IA · Sin automatizaciones post-consulta gratuita · Sin captación automática de reseñas,2,MEDIA,"Hola, me llamo [Tu nombre] y ayudo a despachos de abogados en Granada. Ofrecéis primera consulta gratuita — un gancho muy potente. Lo que le faltaría es el seguimiento automático post-consulta: un sistema de IA que recuerde la propuesta y cierre el cliente sin que el abogado tenga que hacer seguimiento manual. ¿Os interesa verlo?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a despachos de abogados en Granada. Ofrecéis primera consulta gratuita — un gancho muy potente. Lo que le faltaría es el seguimiento automático post-consulta: un sistema de IA que recuerde la propuesta y cierre el cliente sin que el abogado tenga que hacer seguimiento manual. ¿Os interesa verlo?",2,6/5/2026 4:22pm,"Abadys Abogados - Email,Abadys Abogados - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Rosa Pérez Fisioterapia,Follow-up 1,Email,656 320 853,info@rosaperezfisioterapia.com,https://rosaperezfisioterapia.com,,info@rosaperezfisioterapia.com,Sin chatbot IA · Sin captación automática de reseñas · Sin recordatorios automatizados,2,ALTA,"Hola, soy [Tu nombre] y trabajo con fisioterapeutas en Granada. Tenéis 5 estrellas y 82 reseñas — fantástico. Lo que añadiría es la capa de automatización: recordatorios de cita por WhatsApp y solicitud automática de reseñas. Pequeños pasos con gran impacto en fidelización. ¿Hablamos?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con fisioterapeutas en Granada. Tenéis 5 estrellas y 82 reseñas — fantástico. Lo que añadiría es la capa de automatización: recordatorios de cita por WhatsApp y solicitud automática de reseñas. Pequeños pasos con gran impacto en fidelización. ¿Hablamos?",2,6/5/2026 4:22pm,"Rosa Pérez Fisioterapia - Email,Rosa Pérez Fisioterapia - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Insúa Peluquerías,Follow-up 1,Email,958 25 45 95,info@insuapeluquerias.es,https://insuapeluquerias.es,,info@insuapeluquerias.es,Sin citas online · Sin recordatorios automáticos · Sin fidelización automatizada,2,ALTA,"Hola, soy [Tu nombre] y ayudo a peluquerías en Granada. Tenéis blog, redes y 4 salones — operación grande para gestionar todo manualmente. Sin citas online, vuestro equipo invierte horas en llamadas que podrían automatizarse. Con reservas automáticas + recordatorios + recuperación de clientes inactivos, llenaríais la agenda sola. ¿Os cuento cómo?",9/5/2026,"Hola, soy [Tu nombre] y ayudo a peluquerías en Granada. Tenéis blog, redes y 4 salones — operación grande para gestionar todo manualmente. Sin citas online, vuestro equipo invierte horas en llamadas que podrían automatizarse. Con reservas automáticas + recordatorios + recuperación de clientes inactivos, llenaríais la agenda sola. ¿Os cuento cómo?",2,6/5/2026 4:22pm,"Insúa Peluquerías - Email,Insúa Peluquerías - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Muñoz Quesada Abogados,Follow-up 1,Email,858 900 754,info@abogadosgranadamq.com,https://abogadosgranadamq.com,,info@abogadosgranadamq.com,Sin chatbot IA · Sin captación automática fuera de horario · Sin automatización de seguimiento,2,MEDIA,"Hola, soy [Tu nombre] y trabajo con despachos de abogados en Granada. Tenéis blog activo, Instagram, LinkedIn y formulario — muy buena presencia. Lo que completaría el sistema es un chatbot de IA que capture consultas fuera de horario: muchos potenciales clientes buscan abogado un domingo y no vuelven si nadie les atiende. ¿Os cuento cómo?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con despachos de abogados en Granada. Tenéis blog activo, Instagram, LinkedIn y formulario — muy buena presencia. Lo que completaría el sistema es un chatbot de IA que capture consultas fuera de horario: muchos potenciales clientes buscan abogado un domingo y no vuelven si nadie les atiende. ¿Os cuento cómo?",2,6/5/2026 4:22pm,"Muñoz Quesada Abogados - Email,Muñoz Quesada Abogados - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Gimnasio TNT,Follow-up 1,Email,604 833 956,,https://gimnasiotnt.com,,,Sin blog ni SEO · Sin email visible · Sin automatizaciones de fidelización · Sin captación de leads automática,2,ALTA,"Hola, soy [Tu nombre] y ayudo a gimnasios en Granada a captar y fidelizar socios con IA. Tenéis buena presencia en Instagram y tarifas competitivas, pero sin blog ni captación automática perdéis a los que os buscan en Google. Con SEO + WhatsApp automatizado, reduciríais la rotación de socios y aumentaríais las altas. ¿Os interesa conocerlo?",9/5/2026,"Hola, soy [Tu nombre] y ayudo a gimnasios en Granada a captar y fidelizar socios con IA. Tenéis buena presencia en Instagram y tarifas competitivas, pero sin blog ni captación automática perdéis a los que os buscan en Google. Con SEO + WhatsApp automatizado, reduciríais la rotación de socios y aumentaríais las altas. ¿Os interesa conocerlo?",2,6/5/2026 4:22pm,"Gimnasio TNT - Email,Gimnasio TNT - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Fit2Grow Granada,Follow-up 1,Email,635 997 145,info@fit2grow.es,https://fit2grow.es,,info@fit2grow.es,Sin citas online · Sin chatbot de atención · Sin automatizaciones de nutrición con IA,2,ALTA,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento y nutrición en Granada. Tenéis blog activo y buenos servicios, pero sin citas online perdéis clientes que prefieren no llamar. Además, hay una oportunidad enorme de usar IA para personalizar planes nutricionales automáticamente. ¿Hablamos?",9/5/2026,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento y nutrición en Granada. Tenéis blog activo y buenos servicios, pero sin citas online perdéis clientes que prefieren no llamar. Además, hay una oportunidad enorme de usar IA para personalizar planes nutricionales automáticamente. ¿Hablamos?",2,6/5/2026 4:22pm,"Fit2Grow Granada - Email,Fit2Grow Granada - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Diéguez Abogados,Follow-up 1,Llamada,958 29 49 49,info@dieguezabogados.com,https://dieguezabogados.com,,info@dieguezabogados.com,Sin blog ni SEO · Sin redes sociales · Sin captación automática · Sin seguimiento de leads,2,ALTA,"Hola, me llamo [Tu nombre] y trabajo con despachos de abogados en Granada. He revisado vuestra web — bien estructurada y contacto claro, pero sin blog ni redes no aparecéis cuando alguien busca 'abogado laboral Granada' en Google. Con contenido jurídico SEO + automatización de consultas, vuestros clientes os encontrarían antes que a la competencia. ¿Hablamos?",9/5/2026,"Hola, me llamo [Tu nombre] y trabajo con despachos de abogados en Granada. He revisado vuestra web — bien estructurada y contacto claro, pero sin blog ni redes no aparecéis cuando alguien busca 'abogado laboral Granada' en Google. Con contenido jurídico SEO + automatización de consultas, vuestros clientes os encontrarían antes que a la competencia. ¿Hablamos?",2,6/5/2026 4:22pm,"Diéguez Abogados - Email,Diéguez Abogados - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Clínica Amédic,1ª Llamada,Llamada,958 279 449,info@amedic.es,https://amedic.es,"Dueña: Mari Ángeles.
Enviar correo YA. enviado
",,Sin email visible · Sin chatbot IA,2,BAJA,"Hola, me llamo [Tu nombre] y ayudo a clínicas en Granada. Tenéis muy buena presencia — blog, citas online, Instagram activo. El único paso que añadiría es un chatbot de IA para resolver dudas fuera de horario y reducir llamadas repetitivas. ¿Os interesa conocerlo?",12/5/2026,"Hola, me llamo [Tu nombre] y ayudo a clínicas en Granada. Tenéis muy buena presencia — blog, citas online, Instagram activo. El único paso que añadiría es un chatbot de IA para resolver dudas fuera de horario y reducir llamadas repetitivas. ¿Os interesa conocerlo?",2,6/5/2026 4:22pm,"Clínica Amédic - Llamada,Clínica Amédic - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Vitasthetic,1ª Llamada,Llamada,635 60 82 59,vitasthetic@vitasthetic.es,https://vitasthetic.es,"Dueño: Dc: Antonio Siles.
Mandar correo. Enviado",,Sin blog ni SEO · Sin citas online · Sin email público · Sin automatizaciones,1,ALTA,"Buenos días, me llamo [Tu nombre] y ayudo a clínicas de medicina estética en Granada a conseguir más pacientes. He visto vuestra web — tenéis potencial pero sin blog ni citas online sois casi invisibles en Google. Con contenido SEO + reservas automáticas, captaríais consultas sin estar al teléfono constantemente. ¿Os viene bien hablar esta semana?",12/5/2026,"Buenos días, me llamo [Tu nombre] y ayudo a clínicas de medicina estética en Granada a conseguir más pacientes. He visto vuestra web — tenéis potencial pero sin blog ni citas online sois casi invisibles en Google. Con contenido SEO + reservas automáticas, captaríais consultas sin estar al teléfono constantemente. ¿Os viene bien hablar esta semana?",1,6/5/2026 4:22pm,Vitasthetic - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
Peluquería Rodríguez,Perdido,Llamada,958 12 08 63,,https://www.peluqueriarodriguez.es,"Dueño: Jose Antonio Rodriguez
No le interesa",,Sin blog ni SEO · Sin email visible · Sin automatizaciones · Sin captación de reseñas,1,ALTA,"Hola, soy [Tu nombre] y ayudo a peluquerías en Granada. Tenéis 40+ años de experiencia y una reputación enorme, pero sin blog ni email la web no os atrae tráfico nuevo. Con un sistema automático que pida reseñas después de cada visita, triplicaríais vuestra valoración en Google en pocas semanas. ¿Os cuento cómo?",12/5/2026,"Hola, soy [Tu nombre] y ayudo a peluquerías en Granada. Tenéis 40+ años de experiencia y una reputación enorme, pero sin blog ni email la web no os atrae tráfico nuevo. Con un sistema automático que pida reseñas después de cada visita, triplicaríais vuestra valoración en Google en pocas semanas. ¿Os cuento cómo?",1,6/5/2026 4:22pm,Peluquería Rodríguez - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
Recover Abogados,Perdido,Llamada,958 28 38 19,info@recoverabogados.es,https://recoverabogados.es,,info@recoverabogados.es,Sin chat en vivo · Sin automatizaciones de seguimiento · Sin captación de reseñas automática,2,MEDIA,"Hola, me llamo [Tu nombre] y ayudo a despachos de abogados en Granada. Tenéis muy buena presencia — blog, YouTube, formulario. Lo que añadiría es un chatbot de IA que cualifique al cliente fuera de horario y un sistema automático de reseñas en Google. ¿Os interesa explorarlo?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a despachos de abogados en Granada. Tenéis muy buena presencia — blog, YouTube, formulario. Lo que añadiría es un chatbot de IA que cualifique al cliente fuera de horario y un sistema automático de reseñas en Google. ¿Os interesa explorarlo?",2,6/5/2026 4:22pm,"Recover Abogados - Email,Recover Abogados - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
Duo Peluqueros,No lo coge,Llamada,958 266 810,,https://duopeluqueros.es,"Dueña: Guti
",,Sin teléfono visible · Sin email público · Sin automatizaciones de marketing · Sin seguimiento de clientes,1,ALTA,"Hola, me llamo [Tu nombre] y trabajo con peluquerías en Granada. Tenéis sistema de reservas online — un gran paso. Lo que falta es el lado de marketing: sin teléfono ni email visibles, perdéis clientes que buscan contactar directamente. Y sin seguimiento automático post-visita, cada cliente nuevo empieza de cero. Con fidelización por WhatsApp, los clientes vuelven solos. ¿Hablamos?",,"Hola, me llamo [Tu nombre] y trabajo con peluquerías en Granada. Tenéis sistema de reservas online — un gran paso. Lo que falta es el lado de marketing: sin teléfono ni email visibles, perdéis clientes que buscan contactar directamente. Y sin seguimiento automático post-visita, cada cliente nuevo empieza de cero. Con fidelización por WhatsApp, los clientes vuelven solos. ¿Hablamos?",1,6/5/2026 4:22pm,Duo Peluqueros - Llamada,,,,18/5/2026,18/5/2026,23,,,May 2026
Galía Beauty,No lo coge,Llamada,652 11 26 21,,https://esteticagalia.es,"Dueña: Ana
",,Sin email visible · Sin automatizaciones de fidelización · Sin captación automática de reseñas,1,MEDIA,"Hola, me llamo [Tu nombre] y ayudo a centros de estética en Granada a fidelizar clientes. Tenéis blog, botón de cita y WhatsApp — muy buena base. Lo que completaría el círculo es un sistema que después de cada visita mande automáticamente seguimiento y pida reseña en Google. ¿Os interesa verlo?",,"Hola, me llamo [Tu nombre] y ayudo a centros de estética en Granada a fidelizar clientes. Tenéis blog, botón de cita y WhatsApp — muy buena base. Lo que completaría el círculo es un sistema que después de cada visita mande automáticamente seguimiento y pida reseña en Google. ¿Os interesa verlo?",1,6/5/2026 4:22pm,Galía Beauty - Llamada,,,,18/5/2026,18/5/2026,23,,,May 2026
Evolution Boutique Fitness,No lo coge,Llamada,858 81 27 88,,https://evolutionboutiquefitness.com,Dueña: Marian,,Sin teléfono visible · Sin email público · Sin automatizaciones IA · Sin captación de leads,1,ALTA,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento personal en Granada. He visitado vuestra web y veo que tenéis una propuesta muy buena, pero me ha sido imposible encontrar vuestro teléfono o email — eso significa que muchos posibles clientes tampoco pueden contactaros. Con un sistema de captación automática de leads + seguimiento por WhatsApp, podríais llenar vuestra agenda sin depender de que os busquen en Instagram. ¿Hablamos 15 minutos esta semana?",,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento personal en Granada. He visitado vuestra web y veo que tenéis una propuesta muy buena, pero me ha sido imposible encontrar vuestro teléfono o email — eso significa que muchos posibles clientes tampoco pueden contactaros. Con un sistema de captación automática de leads + seguimiento por WhatsApp, podríais llenar vuestra agenda sin depender de que os busquen en Instagram. ¿Hablamos 15 minutos esta semana?",1,6/5/2026 4:22pm,Evolution Boutique Fitness - Llamada,,,,18/5/2026,18/5/2026,23,,,May 2026
Miguel Peña Osteopatía,No lo coge,Llamada,606 61 05 16,,https://www.miguelpenaosteopata.com,Dueño: Miguel Peña,,Sin redes sociales visibles · Sin citas online reales · Sin email público · Sin seguimiento post-tratamiento,1,ALTA,"Hola, me llamo [Tu nombre] y trabajo con osteopatas en Granada. Tenéis experiencia y buenas valoraciones, pero poca visibilidad online: sin redes activas y sin citas online dependéis del boca a boca. Con redes + automatización de citas, podríais duplicar nuevos pacientes en 2-3 meses. ¿Hablamos?",,"Hola, me llamo [Tu nombre] y trabajo con osteopatas en Granada. Tenéis experiencia y buenas valoraciones, pero poca visibilidad online: sin redes activas y sin citas online dependéis del boca a boca. Con redes + automatización de citas, podríais duplicar nuevos pacientes en 2-3 meses. ¿Hablamos?",1,6/5/2026 4:22pm,Miguel Peña Osteopatía - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
